variant,margin_m,band_m,cohort,threshold,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,eligible_scenes,lidar_wins,radar_wins,tied_scenes,equal_scene_lidar_percent,equal_scene_radar_percent,equal_scene_difference_pp,min_scene_difference_pp,max_scene_difference_pp,leave_one_scene_out_min_pp,equal_track_lidar_percent,equal_track_radar_percent
aligned,0,100-150,vehicles,3,309,66,4,271,186,178,93,8,30,87.70226537216828,60.19417475728155,27.508090614886736,100.26475808240477,149.72193380985757,4,4,0,0,85.16076255512876,63.41033575188505,21.75042680324371,6.060606060606066,40.0,15.66723573765828,77.94353307511201,51.23406158493878
aligned,0,100-150,vehicles,5,309,66,4,260,132,122,138,10,39,84.14239482200647,42.71844660194174,41.42394822006473,100.26475808240477,149.72193380985757,4,4,0,0,81.36452553706076,50.21197894437331,31.152546592687436,6.818181818181824,62.22222222222222,20.795988049509173,71.18848257006152,41.030184889834004
aligned,0,100-150,passenger_cars,1,74,22,3,62,44,42,20,2,10,83.78378378378379,59.45945945945946,24.32432432432432,100.380581386362,149.6341155859118,3,3,0,0,79.81481481481482,47.77777777777777,32.03703703703704,9.999999999999998,75.0,10.555555555555554,72.34848484848486,51.13636363636363
aligned,0,100-150,passenger_cars,3,74,22,3,54,10,9,45,1,19,72.97297297297297,13.513513513513514,59.45945945945945,100.380581386362,149.6341155859118,3,3,0,0,67.82407407407408,10.833333333333334,56.99074074074074,22.22222222222222,81.25,44.861111111111114,53.030303030303024,11.893939393939393
aligned,0,100-150,passenger_cars,5,74,22,3,49,2,1,48,1,24,66.21621621621621,2.7027027027027026,63.51351351351351,100.380581386362,149.6341155859118,3,3,0,0,58.888888888888886,1.6666666666666667,57.22222222222222,16.666666666666664,80.0,45.83333333333333,41.666666666666664,2.272727272727273
aligned,0,100-150,forward_vehicles,1,175,45,4,170,160,156,14,4,1,97.14285714285714,91.42857142857143,5.714285714285716,100.380581386362,149.72193380985757,4,2,1,1,96.1344537815126,94.38725490196079,1.7471988795518227,-10.71428571428572,12.941176470588244,-1.9841269841269844,93.05555555555556,94.83539094650207
aligned,0,100-150,forward_vehicles,3,175,45,4,163,123,115,48,8,4,93.14285714285714,70.28571428571428,22.857142857142854,100.380581386362,149.72193380985757,4,2,0,2,92.27591036414566,73.2843137254902,18.991596638655462,0.0,57.14285714285714,6.2745098039215685,85.0,75.34156378600824
aligned,0,100-150,forward_vehicles,5,175,45,4,158,99,89,69,10,7,90.28571428571428,56.57142857142857,33.71428571428571,100.380581386362,149.72193380985757,4,2,2,0,88.94957983193277,64.4187675070028,24.530812324929972,-5.000000000000004,69.04761904761905,9.69187675070028,80.27777777777777,65.96707818930041
aligned,0,100-150,all,1,636,127,5,555,287,274,281,13,68,87.26415094339622,45.125786163522015,42.13836477987421,100.01457537159469,149.85105342932135,5,5,0,0,87.03767035284822,44.10048427404827,42.93718607879994,6.666666666666665,82.35294117647058,33.08324730438228,85.91863517060366,43.11555353826386
aligned,0,100-150,all,3,636,127,5,519,186,178,341,8,109,81.60377358490565,29.245283018867923,52.358490566037744,100.01457537159469,149.85105342932135,5,5,0,0,79.07590562475019,28.488177716226897,50.58772790852329,29.5774647887324,76.27118644067798,44.166863275484616,78.01921141436267,26.625575311857947
aligned,0,100-150,all,5,636,127,5,493,132,122,371,10,133,77.51572327044025,20.754716981132077,56.76100628930818,100.01457537159469,149.85105342932135,5,5,0,0,70.46277367671055,19.246512511920653,51.216261164789884,35.294117647058826,75.0,45.27032645598736,71.89091495142056,21.322773249835
aligned,0,150-200,vehicles,1,283,65,4,244,195,170,74,25,14,86.21908127208481,68.90459363957598,17.314487632508836,150.2692484722888,199.9727196236663,4,4,0,0,86.96819101710406,66.83822409365888,20.12996692344519,10.43478260869566,35.0,15.173289231260249,88.06593406593406,68.08157758068452
aligned,0,150-200,vehicles,3,283,65,4,228,108,95,133,13,42,80.56537102473497,38.16254416961131,42.40282685512367,150.2692484722888,199.9727196236663,4,4,0,0,81.8269084301693,34.37959698829264,47.44731144187666,28.695652173913043,67.5,40.76308192250221,77.57875457875458,35.876968351962404
aligned,0,150-200,vehicles,5,283,65,4,218,76,68,150,8,57,77.03180212014135,26.855123674911663,50.17667844522968,150.2692484722888,199.9727196236663,4,4,0,0,78.2261881446664,24.221803325064194,54.004384819602215,35.652173913043484,65.0,50.33917975946962,75.35105995060746,25.63145987139795
aligned,0,150-200,passenger_cars,1,64,16,4,54,26,21,33,5,5,84.375,40.625,43.75,150.5748978242395,199.87630076942094,4,4,0,0,85.17857142857144,42.61904761904762,42.55952380952381,28.57142857142857,60.00000000000001,36.74603174603175,83.33333333333333,48.67931547619047
aligned,0,150-200,passenger_cars,3,64,16,4,47,3,2,45,1,16,73.4375,4.6875,68.75,150.5748978242395,199.87630076942094,4,4,0,0,70.11904761904762,7.976190476190475,62.14285714285715,28.57142857142857,83.33333333333334,55.07936507936508,64.58333333333333,7.291666666666666
aligned,0,150-200,passenger_cars,5,64,16,4,43,1,0,43,1,20,67.1875,1.5625,65.625,150.5748978242395,199.87630076942094,4,4,0,0,64.28571428571428,0.8333333333333334,63.45238095238095,57.14285714285714,70.0,61.269841269841265,59.37499999999999,2.083333333333333
aligned,0,150-200,forward_vehicles,1,184,46,4,156,143,125,31,18,10,84.78260869565217,77.71739130434783,7.065217391304346,150.28445056882035,199.9727196236663,4,2,1,1,87.78981937602627,80.60262725779967,7.1871921182266005,-7.9999999999999964,31.034482758620683,-0.7619047619047601,86.08695652173913,88.62936726940967
aligned,0,150-200,forward_vehicles,3,184,46,4,153,94,83,70,11,20,83.15217391304348,51.08695652173913,32.065217391304344,150.28445056882035,199.9727196236663,4,4,0,0,87.07553366174055,53.82922824302135,33.24630541871921,15.999999999999993,72.41379310344827,20.190476190476186,85.76086956521739,60.420592722214735
aligned,0,150-200,forward_vehicles,5,184,46,4,148,72,64,84,8,28,80.43478260869566,39.130434782608695,41.30434782608695,150.28445056882035,199.9727196236663,4,4,0,0,85.26108374384236,41.11001642036125,44.151067323481115,31.999999999999996,72.41379310344827,34.730158730158735,84.22953964194373,45.09517880378695
aligned,0,150-200,all,1,551,130,5,473,201,176,297,25,53,85.84392014519057,36.47912885662432,49.364791288566245,150.12315334501665,199.9727196236663,5,5,0,0,85.75383676946176,33.69484147609148,52.0589952933703,20.270270270270274,88.88888888888889,42.851521894490645,87.16849816849815,35.22027596982943
aligned,0,150-200,all,3,551,130,5,442,108,95,347,13,96,80.21778584392014,19.600725952813068,60.617059891107075,150.12315334501665,199.9727196236663,5,5,0,0,74.03149182836682,15.831113565488565,58.20037826287826,47.2972972972973,64.0625,56.73484782859782,79.21886446886447,17.9384841759812
aligned,0,150-200,all,5,551,130,5,407,76,68,339,8,136,73.86569872958258,13.793103448275861,60.072595281306704,150.12315334501665,199.9727196236663,5,4,0,1,58.715014293139305,10.292359667359666,48.42265462577963,0.0,65.234375,44.21972453222453,72.8962259459997,12.815729935698975
aligned,0,200-250,vehicles,1,173,51,4,139,93,82,57,11,23,80.34682080924856,53.75722543352601,26.589595375722542,200.0481951240057,249.9157658332935,4,4,0,0,79.8034750337382,53.12078272604588,26.68269230769231,2.564102564102566,50.0,18.910256410256412,73.13258636788048,64.85899721193839
aligned,0,200-250,vehicles,3,173,51,4,133,37,33,100,4,36,76.878612716763,21.38728323699422,55.49132947976878,200.0481951240057,249.9157658332935,4,4,0,0,76.42122132253711,21.311993927125506,55.10922739541161,35.8974358974359,65.78947368421052,51.5491452991453,70.26143790849673,26.61064425770308
aligned,0,200-250,vehicles,5,173,51,4,129,16,15,114,1,43,74.56647398843931,9.248554913294797,65.31791907514452,200.0481951240057,249.9157658332935,4,4,0,0,73.94357287449392,9.242155870445345,64.70141700404858,48.717948717948715,72.91666666666666,61.96300044984255,67.48366013071896,11.764705882352942
aligned,0,200-250,passenger_cars,1,49,10,3,41,10,6,35,4,4,83.6734693877551,20.408163265306122,63.26530612244898,201.91332212775274,249.9157658332935,3,2,1,0,56.759906759906755,45.571095571095576,11.188811188811187,-100.0,68.18181818181819,-17.307692307692314,42.5,47.44755244755245
