variant,elevation_deg,band_m,group,tolerance_m,frames,reference_voxels,lidar_supported,lidar_percent,lidar_equal_frame_percent,radar_supported,radar_percent,radar_equal_frame_percent
ros_origin,20,10-20,traversable_label,0.4,16,3898,3035,77.86044125192406,73.51955754537576,109,2.796305797845049,2.405848669031184
ros_origin,20,10-20,traversable_label,0.8,16,3898,3831,98.2811698306824,98.35463853166797,628,16.11082606464854,14.21383421926964
ros_origin,20,10-20,traversable_label,1.2,16,3898,3895,99.92303745510519,99.90808651411231,1412,36.2237044638276,32.65257336009304
ros_origin,20,2-10,near_ground_geometry,0.4,20,4417,4158,94.13629160063391,94.55681759303077,209,4.731718360878424,4.871714999275175
ros_origin,20,2-10,near_ground_geometry,0.8,20,4417,4417,100.0,100.0,1110,25.13017885442608,25.8650646693357
ros_origin,20,2-10,near_ground_geometry,1.2,20,4417,4417,100.0,100.0,2335,52.86393479737378,53.475272335330544
ros_origin,20,2-10,nontraversable_label,0.4,20,13362,11921,89.2156862745098,89.67501187206439,440,3.292920221523724,3.196558286843846
ros_origin,20,2-10,nontraversable_label,0.8,20,13362,13187,98.69031582098488,98.64080814015293,2260,16.913635683280948,16.755482783057296
ros_origin,20,2-10,nontraversable_label,1.2,20,13362,13298,99.52102978596018,99.49838250641075,4831,36.154767250411616,36.035926478622955
ros_origin,20,2-10,potential_label,0.4,20,27115,24737,91.22994652406418,91.81064504790942,1108,4.086299096441084,4.508169590384402
ros_origin,20,2-10,potential_label,0.8,20,27115,26996,99.56112852664577,99.56561746477307,6050,22.31237322515213,24.118264037626282
ros_origin,20,2-10,potential_label,1.2,20,27115,27091,99.91148810621428,99.90045517966071,12345,45.528305366033564,48.64866093168341
ros_origin,20,2-10,raised_geometry,0.4,20,5331,4891,91.74638904520728,90.77904036258363,177,3.320202588632527,4.496191489585493
ros_origin,20,2-10,raised_geometry,0.8,20,5331,5327,99.92496717313824,99.78189149560117,1089,20.427687113111986,22.553584463587775
ros_origin,20,2-10,raised_geometry,1.2,20,5331,5331,100.0,100.0,2518,47.23316450947289,47.74626077694351
ros_origin,20,2-10,traversable_label,0.4,20,4786,4387,91.66318428750522,92.00348468885628,200,4.178854993731718,4.694620816734905
ros_origin,20,2-10,traversable_label,0.8,20,4786,4784,99.95821145006268,99.94571567672834,1128,23.56874216464689,25.06776917340376
ros_origin,20,2-10,traversable_label,1.2,20,4786,4785,99.97910572503135,99.96153846153847,2341,48.91349770162975,49.01786616273422
ros_origin,20,20-30,near_ground_geometry,0.4,12,835,591,70.77844311377245,67.47932305493599,54,6.467065868263473,5.95768724487628
ros_origin,20,20-30,near_ground_geometry,0.8,12,835,820,98.20359281437126,95.51249676249677,261,31.25748502994012,26.825030229422158
ros_origin,20,20-30,near_ground_geometry,1.2,12,835,831,99.52095808383234,97.43589743589745,476,57.0059880239521,50.39620230272385
ros_origin,20,20-30,nontraversable_label,0.4,20,12758,7368,57.75199874588493,61.53556366295144,462,3.62125725035272,3.888305266159185
